,hert_std,hert_median,hert_max,hert_min,hert_entropy,hert_impulse,hert_margin,hert_frequence,hert_MS_F,hert_RMQ_F,hert_RV_F,hert_crest_F,a1_x_std,a1_x_median,a1_x_max,a1_x_min,a1_x_entropy,a1_x_impulse,a1_x_margin,a1_x_frequence,a1_x_MS_F,a1_x_RMQ_F,a1_x_RV_F,a1_x_crest_F,a2_x_std,a2_x_median,a2_x_max,a2_x_min,a2_x_entropy,a2_x_impulse,a2_x_margin,a2_x_frequence,a2_x_MS_F,a2_x_RMQ_F,a2_x_RV_F,a2_x_crest_F,a1_y_std,a1_y_median,a1_y_max,a1_y_min,a1_y_entropy,a1_y_impulse,a1_y_margin,a1_y_frequence,a1_y_MS_F,a1_y_RMQ_F,a1_y_RV_F,a1_y_crest_F,a2_y_std,a2_y_median,a2_y_max,a2_y_min,a2_y_entropy,a2_y_impulse,a2_y_margin,a2_y_frequence,a2_y_MS_F,a2_y_RMQ_F,a2_y_RV_F,a2_y_crest_F,a1_z_std,a1_y_median,a1_y_max,a1_y_min,a1_y_entropy,a1_y_impulse,a1_y_margin,a1_y_frequence,a1_y_MS_F,a1_y_RMQ_F,a1_y_RV_F,a1_y_crest_F,a2_z_std,a2_y_median,a2_y_max,a2_y_min,a2_y_entropy,a2_y_impulse,a2_y_margin,a2_y_frequence,a2_y_MS_F,a2_y_RMQ_F,a2_y_RV_F,a2_y_crest_F
0,0.23147592857865262,24.793388429771998,25.210084033654887,24.00000000000341,2.862245189834806,1.0177447759385676,1.0177670868378845,7.53564742944787e-08,1.3831802374315687e-08,0.00011760868324369459,0.00011760865910177476,1.0177003425087934,2.1443524323048493,-0.1753203333688131,7.327990650163149,-9.410164620793076,4.491525563276303,5.4129745986098,6.352726710694468,0.02118553544280762,0.006745132742249681,0.08212875709670567,0.07934926483749691,4.362548975876117,2.7367131546912637,0.1915875666855437,7.743931750470857,-7.549565221694018,4.727555723265199,3.361158113690544,3.8339115252212457,0.005637280809823495,0.00179422509428376,0.04235829427967751,0.041981497821718505,2.828067945193487,1.240942927265443,-0.0395627396314477,4.786796551038197,-4.298115054928772,3.9582612771055516,4.7631885989737075,5.5486610157981655,0.014745042568513668,0.004693909868683628,0.06851211475851281,0.06690660347332203,3.8574026933441785,2.3626397974926814,-0.0938855783129444,7.979512602100756,-6.245046096723584,4.5665264344310526,4.072937155039629,4.691983594503251,0.003575960056980087,0.001135660891302874,0.03369956811745329,0.033509303200361495,3.377303820374935,2.093420551938949,0.1778205604472914,9.204819935215305,-8.657114997835974,4.450355634499852,5.5861823851586,6.641190502544871,0.020669674926142807,0.006579139690444978,0.08111189610929447,0.07843407568711804,4.397080225950559,2.2711554715253253,0.2550072231088003,9.123490097483495,-8.01560040130823,4.513890350761729,5.001617455768727,5.886036748799761,0.012405350239687668,0.0039484389423311665,0.0628366051146238,0.06159988821225123,3.98869294152808
1,0.2574276735420319,24.793388429771998,25.210084033656017,24.00000000000392,3.0574993428846597,1.0172685735770954,1.0172961338512052,8.86803725029376e-08,1.8269376318239414e-08,0.0001351642568071878,0.00013516422771588254,1.0172136963221783,1.9306569420111752,-0.1753203333688131,7.424186944824162,-7.582435022240131,4.386967045762322,4.8959251851998795,5.795875655046793,0.02307993436530219,0.007345721788915011,0.08570718633180657,0.0825411316775361,3.899773058312182,2.2849663550760493,-0.1860296425036849,6.327867216011248,-7.738373826288629,4.549276491072029,4.030371294463432,4.609917601468897,0.005274010326179138,0.0016768435233957511,0.040949279888610385,0.040608229935261975,3.3752883670105973,1.0892687426502552,0.0550717562639331,4.0297205838743455,-4.014211567242231,3.8326553957864586,4.594686640917987,5.373630560247096,0.01657409673547883,0.005275582495595105,0.07263320518602429,0.07071691320326486,3.6993747298268587,2.010370137857771,0.098338187887025,6.730058121798711,-6.148934213623603,4.419307875145025,4.082782910027105,4.748932550980701,0.003985719406422324,0.0012686781699930464,0.03561850881203544,0.03539480485616943,3.347430879758909,1.9462010519522857,0.1778205604472914,8.148468944550704,-8.080923548382485,4.387882441644438,5.18855001403887,6.0917181710313715,0.021751406663152183,0.006923713352337018,0.08320885380977806,0.08031556300313904,4.186720558282939,1.995113204869087,0.2550072231088003,6.831634972645409,-7.617016901336457,4.386144929646816,4.725278796245176,5.551167175352345,0.010662600489251226,0.0033924712547759393,0.05824492471259568,0.057260633995639264,3.794593927283706
2,0.24290981254494942,24.793388429771998,25.210084033657147,24.00000000000341,2.92387706775609,1.0175567294310635,1.0175812935690765,1.1025943140602646e-07,1.454323111531801e-08,0.00012059531962442825,0.00012059526921971605,1.0175078253995251,1.9198212934790175,-0.1753203333688131,7.231794355502881,-8.35200537952564,4.38305594026471,5.427619907674653,6.415241287188186,0.0245653208682858,0.007819312388768639,0.0884268759414729,0.08494620297227418,4.321947957021331,2.503129177017974,-0.1860296425036849,7.271910238984315,-7.738373826288629,4.633107006456028,3.648048657770707,4.143168021219047,0.004604191734653959,0.0014657500602419037,0.03828511538760075,0.03800725560616614,3.0871197339262095,1.0765997195164267,0.0550717562639331,4.597527559247418,-4.014211567242231,3.822069535072501,5.322395348214186,6.231588864317983,0.019605037182013584,0.0062439980733073166,0.079018972869225,0.0765482892715388,4.270397445348028,2.070273798844533,0.1944500709873828,6.1533868231976765,-7.494500577026006,4.440591480553373,4.396435685214792,5.099607419596583,0.004265463941859965,0.0013584228186030185,0.03685678795829906,0.03660913323152722,3.6195519462097576,1.8766874054690827,0.0817886522052988,8.052437036308335,-8.369019273109235,4.355210536352795,5.57156181492269,6.567505269292606,0.027000057623144877,0.00859312484411827,0.09269910918729624,0.08867988347119726,4.459429576484088,1.954325965868927,0.2550072231088003,7.927739597567782,-7.617016901336457,4.3668551566727665,5.029386916109067,5.905125792273608,0.01110924489417,0.003535855013304154,0.059463055869204653,0.0584160910296599,4.034491650588249
3,0.2510119034268831,24.793388429771998,25.210084033657147,24.00000000000341,2.9342848252751836,1.016453957090494,1.0164800849568956,5.764957122123428e-08,1.835042845315113e-08,0.00013546375328164775,0.00013546374101462748,1.0164019061385912,1.6911399422333355,-0.1753203333688131,5.9812425249141565,-6.524275780973063,4.256155475598682,4.813626520953487,5.6965571383239695,0.023814568067210166,0.007580124620582269,0.08706391112615071,0.08374360255180383,3.834217363927466,2.523078219903504,-0.3748382470983034,7.649527448173544,-7.266352314802095,4.633062996818058,3.5591640169958594,4.022646866667496,0.00521410058885272,0.001661983548203933,0.04076743244556778,0.04043261929745906,3.027701761328145,1.0530527811236,-0.0395627396314477,4.881431046933956,-3.6356735836599383,3.800469808733454,5.768497470391658,6.744627250311883,0.020046742985926225,0.006381342300779267,0.07988330426803379,0.07732703535268558,4.635553399256397,2.1850327304718795,-0.0938855783129444,7.306729420399739,-7.302276810825666,4.505657635795019,4.093428464308154,4.7798404555157274,0.003940218565698213,0.001256110632718648,0.035441651100345875,0.03522194359164717,3.343691551650008,1.810021706034501,0.0817886522052988,8.148468944550704,-7.024572557718263,4.315648458392582,5.661126804349733,6.691556780530275,0.03077444481814656,0.009795499287885525,0.09897221472658639,0.09406610884915129,4.501879717566588,2.0223305592321252,0.1553613481158589,7.828093722574841,-7.019141651378407,4.400691665948628,4.810535855816299,5.654962912997767,0.011917432013228675,0.0037942540014374105,0.06159751619535816,0.060433672862465364,3.8479769618312236
4,0.2359599603315477,24.793388429771998,25.210084033657147,24.00000000000341,2.8555458323411127,1.0183215457948418,1.018344765484705,4.645123781459576e-08,1.478588822055321e-08,0.00012159723771761104,0.00012159722884521553,1.0182752957794523,1.8653347674228173,-0.1753203333688131,6.7508128821992885,-7.967220200882693,4.352976641867425,5.311360504897132,6.267316477705223,0.021863665223427423,0.006959449850963822,0.08342331718988297,0.08050732882142912,4.248755791765276,2.7147224028223227,-0.1860296425036849,7.366314541281628,-8.21039533777517,4.728386179679641,3.625874937416956,4.164379775478075,0.0038617104798685893,0.001229444053396305,0.03506342900225683,0.0348501254741784,3.022534806411932,1.1947755835229108,0.0550717562639331,4.0297205838743455,-4.676653038510694,3.9246630215359204,4.864328617526464,5.6925340662953055,0.017815673457977986,0.005669423058969398,0.07529557131046552,0.073157534391258,3.9140482747703893,2.3038926260873875,0.002226304787035,7.7872888359004175,-7.590612460125996,4.5583712634781275,4.114521954874513,4.765621115052992,0.0041301897187375,0.0013144774607581843,0.03625572314487996,0.03601970285337484,3.3798102745022507,2.1138347815076743,0.1778205604472914,8.340532761035075,-8.849178814320343,4.471314215977875,5.152549429262596,6.012411508136424,0.02337762636300644,0.0074407940431148265,0.08626003734705212,0.08303180492285166,4.186223648232323,1.9522914219394647,0.2550072231088003,7.927739597567782,-7.218433401364682,4.36331104258296,5.073188348812822,5.9816589425307365,0.012904250161796707,0.004107573269317583,0.06409035238877676,0.06277781134349422,4.032201123233182
5,0.2641979709278491,24.793388429771998,25.210084033656017,24.00000000000341,3.0119204840822382,1.0183137873710928,1.0183428862024568,8.023323180997453e-08,1.6130353771377638e-08,0.00012700532969674004,0.00012700530435381883,1.0182558074590853,2.164028603827166,-0.1753203333688131,7.424186944824162,-9.217772031471794,4.501469316893758,5.359782719701173,6.354919218281836,0.017633877381777154,0.005611411032300072,0.07490935210172407,0.07280424026651552,4.243628783243835,3.3972432778819797,0.2859918689828488,14.44663721358003,-10.476098592910914,4.967009522680655,5.352309264039902,6.344638889255767,0.004031972350501541,0.0012841726721771068,0.03583535505861644,0.0356078063230789,4.228897845222473,2.0519981276631984,-0.2288317314225985,10.086328321185904,-5.717632493361087,4.4014092755997725,6.450159915594026,7.750747841716204,0.006715558530914643,0.002136335714291265,0.04622051183502045,0.04573004469611991,4.915404394631931,4.396113098899029,-0.5744449938139908,15.572351367013797,-9.416738239029078,5.105463302586501,4.659509074280879,5.693665976539606,0.0017694447161232874,0.0005617371116348812,0.023700993895507446,0.02363485089928567,3.542161698202791,2.3488019771259534,-0.014243256037079,9.877043292910784,-9.137274539046707,4.58035702354332,5.173348259846083,6.0536318476769955,0.018719885567019118,0.005958831817877254,0.07719347004687155,0.07488923622413947,4.205191424646496,2.7008427685242027,0.3546530981017418,9.621719472448603,-10.606393151125936,4.687285420821727,4.869341098479521,5.725851263804039,0.007150338012164572,0.0022758273958058146,0.04770563274714858,0.047166726217934704,3.9037707865747353
6,0.23621442441659593,24.793388429771998,25.210084033656017,24.00000000000341,2.8940100179845913,1.0181019549840407,1.018125215692304,1.0758323893506386e-07,1.4314784772429963e-08,0.0001196444096998684,0.0001196443613308904,1.0180556351147376,1.9355637300125073,-0.1753203333688131,7.520383239484806,-8.159612790204358,4.3891869914734505,5.294756933964034,6.277861400435831,0.020773985434242363,0.006614619955937955,0.08133031388072934,0.07863244549876242,4.19769222216568,2.824704810351616,0.1915875666855437,10.953678028579295,-9.626459872234772,4.776994266765328,4.8509796727727785,5.76880680068078,0.004646002259669549,0.0014789780335970357,0.03845748345377055,0.03817581297890303,3.841574050684913,1.8762449069846345,-0.1341972355272087,10.086328321185904,-6.663977452315718,4.339736284675239,6.99916518487477,8.350363094296828,0.006947698140533854,0.002211514148826355,0.04702673865819694,0.046510683067166166,5.375823871206738,4.037413726969243,-0.286109344513294,18.74404350931966,-11.435087784132875,5.082281262905328,6.075383837502685,7.357618044236952,0.0018966620564785826,0.0006037448162950613,0.024571219267571182,0.024497907856357363,4.642066633847489,2.2730068166741213,-0.014243256037079,10.165139017637156,-8.176955456624862,4.551033344825017,5.5360602060265975,6.491998257500876,0.017807294867146665,0.005668436856652612,0.07528902215232054,0.07315283389019939,4.471964078506582,2.2308644252636842,0.2550072231088003,11.415345222322362,-8.01560040130823,4.4966570578990614,6.387244532632672,7.515719902486166,0.008951566141275598,0.0028500601789819913,0.05338595488498816,0.052630121058195936,5.078627304436148
7,0.2296900938306924,24.79338842975452,25.210084033654887,24.00000000000341,2.958057344084838,1.0185970678860394,1.018619095327877,4.054837816691827e-08,1.2906949637517071e-08,0.00011360875686986928,0.00011360874963375884,1.0185532073327612,1.6785134950674627,-0.0791240387081684,5.692653640932232,-7.19764984359756,4.246164803552133,5.342600811296482,6.297261740418004,0.023461791845778287,0.007467741036719323,0.08641609246384219,0.08317021918995221,4.269444832048934,2.852934994501657,-0.0916253402063798,9.348804889525075,-6.8887351056128665,4.72898708512978,3.8563629656744634,4.383084303245192,0.0035250562551131354,0.0011210282028186083,0.03348175925513187,0.033295678116189435,3.253257634906393,1.20861825783096,-0.0395627396314477,4.976065542829346,-4.676653038510694,3.9325263045338286,5.175258952241657,6.089065740517408,0.01656604548699496,0.005273931341605805,0.0726218379112358,0.07070712466596714,4.11672617172602,2.7253198840307533,-0.3822212276136518,10.190085913404904,-9.705073888329776,4.695722946346306,4.698431314354481,5.572634322606997,0.0028121566331898115,0.0008955985527555485,0.029926552637341116,0.02979413243955855,3.7388725643714684,1.7946566701360165,0.0817886522052988,8.820692302246185,-8.272987364867232,4.306166850648043,6.232283927129115,7.402880242381514,0.03519371179503313,0.01120211094880371,0.10584002526834406,0.09981740128300204,4.914544657085932,1.940310397422574,0.1553613481158589,8.625260722518782,-7.11878752637174,4.358122252596499,5.509685371895337,6.476591355700864,0.011394352168376564,0.003626260212833906,0.060218437482501205,0.05913060926032234,4.416771621667739
8,0.23189545204998593,24.793388429771998,25.210084033656017,24.00000000000392,2.881560185952102,1.0173288589066278,1.0173512220299683,1.0900018942328034e-07,1.4467301312883242e-08,0.00012028009524806355,0.00012028004585899503,1.0172843189107414,1.9247981632474687,-0.1753203333688131,6.847009176860311,-8.448201674186285,4.380314985035509,5.440259048620121,6.404043165167074,0.031554330137271644,0.010045327427433028,0.10022638089561564,0.09512965718965405,4.360451782655167,3.2245397004248817,0.0971832643882304,10.104039307903536,-8.493608244667085,4.893956240865485,3.7762381682048383,4.365694501307103,0.006393792598380692,0.0020351704782819026,0.045112863778327156,0.044657472997145675,3.1235859886214805,1.4753356144899528,-0.0395627396314477,5.92241050178435,-6.5693429564203285,4.13617039540846,5.592893206557985,6.588691281819983,0.019404456743058376,0.006176889987654869,0.07859319301094,0.07616007514545692,4.4526325617706695,2.868229839645319,-0.1899974614133039,9.80563838100384,-11.531199667232856,4.7722513493256065,4.951508996558065,5.788863290283902,0.005232596381407917,0.0016664195647863836,0.04082180256659894,0.0404850527960093,4.020145391378124,2.0026586299652873,0.0817886522052988,7.380213678612853,-8.945210722562713,4.424901261100263,5.608986263061734,6.6350673909683975,0.034315637242289816,0.010922469016885287,0.10451061676636153,0.09871629074038822,4.466711083160477,2.7123029721921914,0.2550072231088003,11.714282847301194,-9.012059151238054,4.692150799281363,5.366103398027012,6.320932373690084,0.017827542604057934,0.005674866550658442,0.07533171012700059,0.07319183885761404,4.285496649393324
9,0.23176690613793882,24.79338842975452,25.000000000007194,24.00000000000392,2.88925537506977,1.0100902712957665,1.0101125034845797,8.070663960470674e-08,1.519146150731742e-08,0.00012325364703454992,0.00012325362061114367,1.0100459887055122,2.290691656785821,-0.0791240387081684,8.001364712788014,-10.372127567399495,4.552111167643815,5.693111347599134,6.747294782242078,0.022864736542770686,0.007279502872134133,0.0853200027668432,0.08219918913811632,4.5043700418189765,3.705031692955983,-0.1860296425036849,14.25782860898542,-9.720864174532457,5.037844293981836,4.7787888490191035,5.60714030934409,0.005987307479286193,0.001907486957724459,0.043674786292831,0.04326244453186785,3.8372429840797966,2.4687995966579446,-0.418100723213751,12.26292172678207,-7.42105341947957,4.542503760940509,6.741913139007584,8.23881044444878,0.009190345846416868,0.0029243916662516772,0.05407764479201805,0.05329098619349172,4.9672111541249535,5.3284462324516815,-0.9588925262146796,19.897386106521346,-14.222332394037682,5.290739035880362,4.912908331613169,5.994823772688611,0.00263743227453172,0.0008408024723757598,0.02899659415130956,0.028876399072131867,3.7342322792675704,2.1104158212338366,-0.014243256037079,9.204819935215305,-7.984891640140493,4.477393249807509,5.524441521211272,6.579533760090485,0.03148503084257366,0.010023314688480724,0.10011650557465898,0.09503687453469264,4.361599781698838,3.463453065802192,0.4542989730946919,13.6075544721679,-14.293290525866006,4.932698561166774,5.1589165251774265,6.090046064391262,0.012186261404330845,0.0038792413650573475,0.06228355613689176,0.06107975440391574,4.111535661366111
